RestaurantID,RestaurantName,CountryCode,City,Address,Locality,LocalityVerbose,Longitude,Latitude,Cuisines,AverageCostfortwo,Currency,HasTablebooking,HasOnlinedelivery,Isdeliveringnow,Switchtoordermenu,Pricerange,Aggregaterating,Ratingcolor,Ratingtext,Votes,RestaurantNameLength,AddressLength
6714340,5297,30,122,7240,468,474,-46.683888,-23.585324,261,75,1,0,0,0,1,3,3.9,5,2,5,18,42
6710645,1263,30,122,7237,468,474,-46.67566667,-23.581,257,55,1,0,0,0,1,2,0.0,4,3,0,16,54
6700402,4836,30,122,7231,484,490,-46.666041,-23.561568,916,200,1,0,0,0,1,4,3.4,2,0,73,17,69
6700846,3434,30,122,3482,484,490,-46.657418,-23.571638,1782,120,1,0,0,0,1,4,3.5,5,2,9,10,48
6702159,83,30,122,7232,484,490,-46.66983333,-23.5655,174,300,1,0,0,0,1,4,4.3,1,5,39,19,75
6711666,3519,30,122,7233,674,685,-46.67133333,-23.59233333,1780,230,1,0,0,0,1,4,3.9,5,2,12,9,65
6701257,4075,30,122,7243,792,803,-46.68133333,-23.56483333,935,120,1,0,0,0,1,4,4.3,1,5,68,5,45
6706211,4834,30,122,7079,847,860,-46.64159444,-23.54664167,263,150,1,0,0,0,1,4,4.3,1,5,46,7,57
6705858,6363,30,122,4678,847,860,-46.643425,-23.545163,1031,400,1,0,0,0,1,4,4.4,1,5,37,16,77
6701419,2074,30,122,8517,986,1039,-46.63716667,-23.5995,264,65,1,0,0,0,1,3,0.0,4,3,2,13,92
6703956,6142,30,122,8518,987,1040,-46.698574,-23.622925,257,50,1,0,0,0,1,2,0.0,4,3,2,11,91
6709580,2232,30,122,3543,1152,1209,-46.581672,-23.486535,265,100,1,0,0,0,1,4,4.4,1,5,22,14,76
6703176,7156,30,122,7225,1153,1210,-46.63566667,-23.58516667,259,70,1,0,0,0,1,3,4.6,0,1,58,6,52
6713772,5492,30,122,7227,1154,1211,-46.746958,-23.609207,1171,120,1,0,0,0,1,4,4.1,1,5,11,24,59
17284404,496,216,3,1569,38,38,-84.221535,31.610387,171,25,2,0,0,0,1,2,3.3,2,0,35,27,34
17284203,515,216,3,1366,38,38,-84.207095,31.608743,11,10,2,0,0,0,1,1,3.3,2,0,25,19,32
17284105,1739,216,3,346,38,38,-84.154,31.5772,1306,0,2,0,0,0,1,1,3.4,2,0,34,13,34
17284302,2197,216,3,1531,38,38,-84.2194,31.6158,1212,0,2,0,0,0,1,1,3.4,2,0,45,29,32
17284397,2202,216,3,1534,38,38,-84.206944,31.622412,618,10,2,0,0,0,1,1,3.4,2,0,26,30,37
17284211,4864,216,3,2922,38,38,-84.1759,31.5882,1306,0,2,0,0,0,1,1,3.4,2,0,36,30,36
17284094,1483,216,3,1533,38,38,-84.2193,31.616,828,10,2,0,0,0,1,1,3.5,5,2,67,11,32
17284409,2749,216,3,438,38,38,-84.2091458,31.6155186,129,10,2,0,0,0,1,1,3.9,5,2,141,29,38
17284139,2863,216,3,1334,38,38,-84.205718,31.604905,1620,25,2,0,0,0,1,2,3.7,5,2,147,12,34
17284403,2899,216,3,2671,38,38,-84.223278,31.612121,1748,70,2,0,0,0,1,4,3.5,5,2,51,27,38
17284145,2943,216,3,1531,38,38,-84.2191,31.6156,581,25,2,0,0,0,1,2,3.6,5,2,88,14,32
17284150,3015,216,3,1438,38,38,-84.212,31.6104,497,10,2,0,0,0,1,1,3.8,5,2,153,28,38
17284158,3246,216,3,1173,38,38,-84.1534,31.5751,1306,10,2,0,0,0,1,1,3.9,5,2,160,17,34
17284175,3806,216,3,2510,38,38,-84.2228,31.6077,35,25,2,0,0,0,1,2,3.5,5,2,57,17,37
17284179,3814,216,3,1538,38,38,-84.2229,31.6185,102,25,2,0,0,0,1,2,3.5,5,2,58,19,32
17284197,4144,216,3,1483,38,38,-84.2164,31.6137,1125,40,2,0,0,0,1,3,3.6,5,2,115,26,32
17284241,5746,216,3,2670,38,38,-84.2233,31.6118,1125,40,2,0,0,0,1,3,3.5,5,2,51,27,37
17284390,6486,216,3,1331,38,38,-84.205025,31.605882,1694,40,2,0,0,0,1,3,3.8,5,2,250,35,44
17284279,7176,216,3,765,38,38,-84.1757,31.5985,1098,10,2,0,0,0,1,1,3.7,5,2,117,13,37
17284364,33,216,3,1166,1034,1087,-83.8389,31.5308,24,10,2,0,0,0,1,1,3.4,2,0,20,15,38
16611114,7269,14,7,356,64,64,151.6688792,-30.5147169,222,20,2,0,0,0,1,2,3.5,5,2,25,15,27
17293281,3702,216,8,914,76,77,-83.378273,33.957999,101,40,2,0,0,0,1,3,4.5,0,1,1821,17,34
17293301,3983,216,8,967,76,77,-83.3654,33.9535,1738,10,2,0,0,0,1,1,4.5,0,1,849,21,20
17293409,6046,216,8,861,76,77,-83.4293,33.9652,1212,10,2,0,0,0,1,1,4.6,0,1,917,9,34
17293163,1634,216,8,218,76,77,-83.3389,33.9259,1122,10,2,0,0,0,1,1,3.9,5,2,439,18,47
17293228,6619,216,8,857,76,77,-83.375523,33.958198,270,10,2,0,0,0,1,1,3.7,5,2,289,9,33
17293880,781,216,8,2074,76,77,-83.384004,33.959392,282,10,2,0,0,0,1,1,4.3,1,5,558,19,33
17293169,1683,216,8,1460,76,77,-83.3797,33.9584,35,10,2,0,0,0,1,1,4.2,1,5,613,7,37
17293186,1897,216,8,2197,76,77,-83.373596,33.958112,78,25,2,0,0,0,1,2,4.0,1,5,353,33,32
17293180,1898,216,8,965,76,77,-83.33995,33.924275,78,25,2,0,0,0,1,2,4.1,1,5,387,34,40
17293205,2336,216,8,239,76,77,-83.3872482,33.9415545,6,40,2,0,0,0,1,3,4.3,1,5,755,10,41
17293229,2733,216,8,974,76,77,-83.381625,33.960112,1028,10,2,0,0,0,1,1,4.2,1,5,800,4,32
17293897,3093,216,8,528,76,77,-83.400887,33.963296,1662,10,2,0,0,0,1,1,4.1,1,5,350,10,33
17293273,3646,216,8,1911,76,77,-83.4075,33.9584,1031,40,2,0,0,0,1,3,4.1,1,5,464,24,32
17293870,5747,216,8,1408,76,77,-83.379251,33.957503,140,25,2,0,0,0,1,2,4.2,1,5,550,9,34
17293877,6303,216,8,1937,76,77,-83.383605,33.960571,1230,10,2,0,0,0,1,1,4.1,1,5,543,16,32
17293890,6720,216,8,1328,76,77,-83.37967,33.959468,1027,40,2,0,0,0,1,3,4.1,1,5,465,12,37
17293915,6780,216,8,795,76,77,-83.38728,33.937502,217,10,2,0,0,0,1,1,4.4,1,5,546,17,37
17293422,6965,216,8,631,76,77,-83.3764,33.9584,1104,10,2,0,0,0,1,1,4.4,1,5,1098,17,34
17293873,6966,216,8,1496,76,77,-83.378881,33.958363,300,25,2,0,0,0,1,2,4.2,1,5,579,12,31
17294014,7198,216,8,1380,76,77,-83.3828224,33.9600227,779,10,2,0,0,0,1,1,4.1,1,5,374,23,32
17294556,4202,216,10,534,80,81,-82.0865,33.4721,585,40,2,0,0,0,1,3,4.6,0,1,717,33,41
17294607,5181,216,10,1909,80,81,-82.0698,33.4791,37,40,2,0,0,0,1,3,4.9,0,1,548,18,38
17294279,6419,216,10,1227,80,81,-81.97,33.4765,1029,25,2,0,0,0,1,2,4.5,0,1,631,15,34
17294300,905,216,10,124,80,81,-81.9684,33.474,787,10,2,0,0,0,1,1,3.9,5,2,372,16,28
17295215,2287,216,10,431,80,81,-81.973006,33.477444,29,25,2,0,0,0,1,2,3.9,5,2,201,15,32
17295028,4019,216,10,2447,80,81,-81.965571,33.481779,277,40,2,0,0,0,1,3,3.8,5,2,332,19,41
17294642,5602,216,10,1273,80,81,-82.0327,33.4086,168,25,2,0,0,0,1,2,3.5,5,2,304,18,36
17295109,2500,216,10,477,80,81,-81.974944,33.478231,6,40,2,0,0,0,1,3,4.3,1,5,368,18,36
17294441,2622,216,10,2008,80,81,-82.096,33.4827,778,25,2,0,0,0,1,2,4.1,1,5,430,39,34
17294552,4104,216,10,355,80,81,-81.9721,33.4778,1104,25,2,0,0,0,1,2,4.4,1,5,433,15,32
17294565,4419,216,10,3105,80,81,-81.9694,33.4764,1212,10,2,0,0,0,1,1,4.0,1,5,380,20,31
17294623,5321,216,10,1823,80,81,-82.0505,33.5133,220,25,2,0,0,0,1,2,4.0,1,5,456,22,37
17294712,6253,216,10,2270,80,81,-82.0301,33.4848,1228,40,2,0,0,0,1,3,4.2,1,5,647,9,35
17295033,6516,216,10,3538,80,81,-82.080788,33.467201,1743,40,2,0,0,0,1,3,4.0,1,5,360,14,31
17295069,6815,216,10,2442,80,81,-82.0805493,33.5375868,995,25,2,0,0,0,1,2,4.0,1,5,227,16,37
17294261,486,216,10,2283,317,323,-82.143793,33.544342,924,25,2,0,0,0,1,2,3.9,5,2,290,13,37
17295115,4900,216,10,2261,317,323,-82.126161,33.532249,1818,10,2,0,0,0,1,1,4.1,1,5,270,7,34
17294836,5321,216,10,1816,317,323,-82.141284,33.521291,326,25,2,0,0,0,1,2,4.0,1,5,326,22,37
17294850,6374,216,10,2268,317,323,-82.1328,33.5406,1795,35,2,0,0,0,1,3,4.3,1,5,317,12,37
17294883,2192,216,10,2474,384,390,-82.1997,33.4574,1212,10,2,0,0,0,1,1,4.2,1,5,300,28,40
16608864,6313,14,12,2675,92,93,115.9844924,-33.7845269,1270,20,2,0,0,0,1,2,3.2,2,0,21,17,34
16604911,959,14,15,6691,110,111,146.685852,-36.360439,1619,20,2,0,0,0,1,2,4.6,0,1,237,19,55
17303465,660,216,20,2653,128,129,-116.2019,43.6138,18,25,2,0,0,0,1,2,4.5,0,1,879,8,31
17303642,2347,216,20,2913,128,129,-116.203466,43.616068,1098,25,2,0,0,0,1,2,4.6,0,1,615,29,37
17303670,2647,216,20,244,128,129,-116.2023,43.6149,282,25,2,0,0,0,1,2,4.5,0,1,879,24,35
17303545,1347,216,20,3108,128,129,-116.2064,43.6157,98,70,2,0,0,0,1,4,3.9,5,2,379,20,31
17303655,652,216,20,1165,128,129,-116.2031,43.614,826,10,2,0,0,0,1,1,4.3,1,5,303,31,35
17304691,655,216,20,1540,128,129,-116.185034,43.597235,1169,70,2,0,0,0,1,4,4.1,1,5,538,19,32
17303478,786,216,20,479,128,129,-116.2062,43.5945,35,10,2,0,0,0,1,1,4.2,1,5,334,9,32
17303480,859,216,20,1378,128,129,-116.2022,43.6167,18,25,2,0,0,0,1,2,4.3,1,5,555,21,29
17304733,904,216,20,1172,128,129,-116.193409,43.610279,29,10,2,0,0,0,1,1,4.4,1,5,823,17,35
17303646,2374,216,20,2698,128,129,-116.2625,43.6192,1618,25,2,0,0,0,1,2,4.1,1,5,550,19,36
17304929,2457,216,20,973,128,129,-116.202845,43.616295,29,25,2,0,0,0,1,2,4.4,1,5,650,4,29
17303684,2752,216,20,1335,128,129,-116.199,43.615,1618,10,2,0,0,0,1,1,4.3,1,5,410,37,29
17303772,3828,216,20,2482,128,129,-116.2463,43.6191,1212,10,2,0,0,0,1,1,4.4,1,5,660,10,36
17305123,3845,216,20,268,128,129,-116.245165,43.6051379,1108,25,2,0,0,0,1,2,4.4,1,5,360,27,32
17303787,3948,216,20,2844,128,129,-116.2021,43.6162,1786,40,2,0,0,0,1,3,4.0,1,5,340,19,31
17303990,5721,216,20,159,128,129,-116.2031,43.6156,1129,25,2,0,0,0,1,2,4.1,1,5,393,22,29
17304741,6556,216,20,2918,128,129,-116.281809,43.619274,268,10,2,0,0,0,1,1,4.3,1,5,422,15,36
17304726,6988,216,20,570,128,129,-116.280614,43.591706,257,40,2,0,0,0,1,3,4.0,1,5,435,7,41
17304486,6367,216,20,2047,664,675,-116.347304,43.619108,16,25,2,0,0,0,1,2,4.0,1,5,369,15,49
17304533,956,216,20,1901,698,709,-116.5629,43.5777,6,40,2,0,0,0,1,3,4.4,1,5,487,8,34
17316233,7279,216,23,2052,163,164,-91.6336,42.0179,82,40,2,0,0,0,1,3,3.7,5,2,98,9,39
17315883,770,216,23,1903,163,164,-91.6327,42.0281,1098,40,2,0,0,0,1,3,4.1,1,5,365,28,41
17315995,2195,216,23,1934,163,164,-91.7148,41.9748,1212,10,2,0,0,0,1,1,4.1,1,5,190,16,43
17316018,2691,216,23,2318,163,164,-91.6224,42.0249,22,40,2,0,0,0,1,3,4.1,1,5,429,27,39
17316038,3155,216,23,1908,163,164,-91.6347,42.01,12,25,2,0,0,0,1,2,4.4,1,5,430,14,39
17316771,6316,216,23,225,163,164,-91.6499622,42.0215347,995,25,2,0,0,0,1,2,4.2,1,5,186,14,45
17316201,6375,216,23,2269,163,164,-91.7266,41.9639,587,10,2,0,0,0,1,1,4.2,1,5,220,20,40
17316208,6915,216,23,2505,163,164,-91.6394,42.0468,497,10,2,0,0,0,1,1,4.2,1,5,347,18,40
17316389,4257,216,23,1814,219,225,-91.569767,41.670466,78,25,2,0,0,0,1,2,3.8,5,2,161,8,36
17316278,2254,216,23,189,219,225,-91.5687,41.6685,995,25,2,0,0,0,1,2,4.1,1,5,160,12,33
17316744,5750,216,23,876,466,472,-91.534424,41.660982,294,10,2,0,0,0,1,1,4.9,0,1,820,23,36
17316751,6635,216,23,1235,466,472,-91.531414,41.663849,22,10,2,0,0,0,1,1,4.5,0,1,488,26,34
17316766,888,216,23,1932,466,472,-91.531093,41.663751,274,25,2,0,0,0,1,2,3.6,5,2,253,14,36
17316743,2697,216,23,343,466,472,-91.534302,41.658691,68,40,2,0,0,0,1,3,3.8,5,2,220,5,40
17316374,80,216,23,1812,466,472,-91.5314,41.6648,1618,25,2,0,0,0,1,2,4.3,1,5,485,21,41
17316381,480,216,23,470,466,472,-91.5341,41.661,1022,40,2,0,0,0,1,3,4.3,1,5,428,17,33
17316802,868,216,23,2444,466,472,-91.482165,41.667742,21,25,2,0,0,0,1,2,4.1,1,5,294,10,42
17316416,2000,216,23,357,466,472,-91.5318,41.6625,1210,40,2,0,0,0,1,3,4.0,1,5,380,7,34
17316449,3247,216,23,960,466,472,-91.5074,41.6428,168,25,2,0,0,0,1,2,4.2,1,5,259,22,44
17316603,7414,216,23,2744,646,657,-91.5995,42.0331,1639,25,2,0,0,0,1,2,4.7,0,1,433,14,29
16659169,6941,37,25,686,180,181,-82.188438,42.397683,1126,25,2,0,0,0,1,2,3.7,5,2,176,11,40
17558684,725,216,27,2349,206,212,-123.368151,46.126967,23,10,2,0,0,0,1,1,4.3,1,5,96,22,31
18366580,5496,216,28,524,209,215,-114.472474,51.183934,137,25,2,0,0,0,1,2,3.1,2,0,6,20,48
17330755,7072,216,31,464,212,218,-84.992671,32.470315,159,10,2,0,0,0,1,1,3.3,2,0,33,22,33
17330611,1137,216,31,1434,212,218,-84.95591,32.519247,95,25,2,0,0,0,1,2,4.6,0,1,489,26,40
17330609,4030,216,31,2818,212,218,-84.927047,32.555591,6,25,2,0,0,0,1,2,4.5,0,1,345,18,34
17330024,509,216,31,2851,212,218,-84.9436,32.5577,301,25,2,0,0,0,1,2,3.8,5,2,149,11,38
17330074,1259,216,31,209,212,218,-84.9936,32.4656,1619,25,2,0,0,0,1,2,3.9,5,2,330,14,33
17330185,2525,216,31,2690,212,218,-84.954984,32.5382197,1124,40,2,0,0,0,1,3,3.9,5,2,247,25,38
17330397,5433,216,31,3084,212,218,-84.9876,32.4637,276,10,2,0,0,0,1,1,3.7,5,2,123,28,40
17330735,5526,216,31,171,212,218,-84.9933631,32.4652417,1125,40,2,0,0,0,1,3,3.6,5,2,109,36,33
17330676,7238,216,31,782,212,218,-84.96661,32.534002,1130,40,2,0,0,0,1,3,3.7,5,2,134,21,40
17330048,992,216,31,2441,212,218,-84.95367,32.513154,1692,40,2,0,0,0,1,3,4.2,1,5,722,22,34
17330604,1039,216,31,1605,212,218,-84.947569,32.504657,1743,25,2,0,0,0,1,2,4.3,1,5,213,32,40
17330087,1435,216,31,2656,212,218,-84.9607,32.5393,497,25,2,0,0,0,1,2,4.0,1,5,335,28,40
17330137,1755,216,31,1870,212,218,-84.9464,32.4792,176,25,2,0,0,0,1,2,4.0,1,5,353,18,35
17330155,1965,216,31,1906,212,218,-84.9427,32.481,1098,0,2,0,0,0,1,1,4.0,1,5,170,8,41
17330309,4104,216,31,2657,212,218,-84.9557,32.5321,1618,25,2,0,0,0,1,2,4.1,1,5,192,15,38
17330311,4111,216,31,203,212,218,-84.992093,32.466158,103,40,2,0,0,0,1,3,4.1,1,5,302,8,32
17330615,4255,216,31,2864,212,218,-84.938698,32.560905,121,10,2,0,0,0,1,1,4.2,1,5,355,28,42
17330638,6440,216,31,339,212,218,-84.991384,32.468757,6,25,2,0,0,0,1,2,4.3,1,5,287,13,33
17330628,7291,216,31,2550,212,218,-84.963201,32.527217,1079,40,2,0,0,0,1,3,4.0,1,5,264,10,39
17330546,3059,216,31,330,393,399,-85.0213,32.7455,98,40,2,0,0,0,1,3,4.4,1,5,235,12,36
16643459,1732,37,32,2350,217,223,-110.7746994,52.0082889,508,25,2,0,0,0,1,2,3.0,2,0,6,18,37
17334434,6388,216,33,437,155,156,-84.9396931,34.5251331,15,25,2,0,0,0,1,2,3.7,5,2,38,29,33
17334348,1649,216,33,2522,155,156,-84.926258,34.474635,785,10,2,0,0,0,1,1,4.4,1,5,122,27,37
17334213,2124,216,33,1964,155,156,-84.9523921,34.4972488,168,25,2,0,0,0,1,2,4.4,1,5,207,21,32
17334355,5837,216,33,2438,181,182,-84.767911,34.752476,1231,10,2,0,0,0,1,1,3.9,5,2,66,27,39
17334212,4641,216,33,1162,265,271,-84.969393,34.769686,169,10,2,0,0,0,1,1,4.9,0,1,249,12,40
17333797,1504,216,33,2984,265,271,-85.0039,34.7643,6,25,2,0,0,0,1,2,3.8,5,2,63,19,32
17334217,2526,216,33,539,265,271,-84.992342,34.759551,1126,40,2,0,0,0,1,3,3.8,5,2,145,24,35
17334273,3696,216,33,543,265,271,-84.992924,34.759665,1212,10,2,0,0,0,1,1,3.8,5,2,83,10,35
17334254,6948,216,33,3074,265,271,-84.999678,34.758645,1031,25,2,0,0,0,1,2,3.7,5,2,116,33,31
17333836,2310,216,33,1878,265,271,-84.9678,34.7742,29,10,2,0,0,0,1,1,4.1,1,5,122,15,35
17334197,2339,216,33,527,265,271,-84.990925,34.759273,828,10,2,0,0,0,1,1,4.1,1,5,142,27,37
17333882,3829,216,33,694,265,271,-84.9964,34.7604,1212,10,2,0,0,0,1,1,4.1,1,5,114,10,41
17334211,3547,216,33,1482,332,337,-85.2229101,34.9428786,81,25,2,0,0,0,1,2,4.6,0,1,214,20,48
17334390,5937,216,33,187,332,337,-85.246237,34.9528157,1111,10,2,0,0,0,1,1,4.3,1,5,116,12,51
17334034,6372,216,33,2735,332,337,-85.2545,34.9546,1795,25,2,0,0,0,1,2,4.2,1,5,111,11,47
17334414,5978,216,33,1799,558,565,-85.294955,34.705093,785,10,2,0,0,0,1,1,3.7,5,2,25,21,37
17334082,554,216,33,2520,850,863,-85.1321,34.9273,168,10,2,0,0,0,1,1,4.1,1,5,128,18,35
17334364,2286,216,33,372,850,863,-85.130492,34.912109,50,10,2,0,0,0,1,1,4.3,1,5,244,12,40
17334398,2938,216,33,2863,850,863,-85.1079396,34.9151853,15,10,2,0,0,0,1,1,4.2,1,5,112,16,37
17334219,4910,216,33,2534,853,866,-85.249727,34.851907,1098,10,2,0,0,0,1,1,4.1,1,5,144,21,51
